time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2021-01-13T17:33:03.784Z,1.5929,128.1924,10,5.2,mb,,54,1.16,1.08,us,us6000d82a,2021-01-21T22:40:06.214Z,"25 km SE of Tobelo, Indonesia",earthquake,5.9,1.6,0.066,77,reviewed,us,us
2021-01-13T16:02:35.715Z,-6.0903,149.4174,51.7,4.9,mb,,43,3.144,1.02,us,us6000d81y,2021-01-22T04:34:15.040Z,"19 km NW of Kandrian, Papua New Guinea",earthquake,6.4,5.3,0.072,60,reviewed,us,us
2021-01-13T15:46:25.828Z,-7.1702,129.3867,139.02,4.5,mb,,69,2.06,1.13,us,us6000d81p,2021-01-22T04:22:21.040Z,"Kepulauan Babar, Indonesia",earthquake,7.6,7.7,0.094,33,reviewed,us,us
2021-01-13T11:10:10.183Z,51.5752,100.2955,10,4.9,mb,,41,2.089,0.59,us,us6000d801,2021-02-07T11:39:41.040Z,"26 km WNW of Turt, Mongolia",earthquake,7.5,1.9,0.049,131,reviewed,us,us
2021-01-13T06:27:14.773Z,-23.6925,-64.7452,24.71,4.6,mb,,85,3.241,1.47,us,us6000d7xt,2021-02-08T11:51:28.040Z,"9 km NNE of Calilegua, Argentina",earthquake,7,5,0.173,10,reviewed,us,us
2021-01-13T06:18:22.769Z,-4.2223,102.0942,37.21,4.6,mb,,99,0.87,0.52,us,us6000d7z0,2021-02-08T11:31:24.040Z,"50 km SSW of Bengkulu, Indonesia",earthquake,8.4,6.8,0.119,21,reviewed,us,us
2021-01-13T01:39:29.096Z,19.4477,145.353,195.51,4.6,mb,,100,4.211,0.53,us,us6000d7ws,2021-01-22T05:48:37.040Z,"Maug Islands region, Northern Mariana Islands",earthquake,9.7,7.4,0.058,88,reviewed,us,us
2021-01-13T01:11:23.039Z,2.5119,-79.8007,10,4.7,mb,,62,2.631,0.75,us,us6000d7wm,2021-01-22T04:47:55.040Z,"137 km WNW of Salahonda, Colombia",earthquake,2.3,1.9,0.063,76,reviewed,us,us
2021-01-12T22:56:48.046Z,38.3646,22.118,10,4.7,mwr,,37,0.677,1.2,us,us6000d7w3,2021-01-22T03:48:08.750Z,"12 km NNE of Rododáfni, Greece",earthquake,4.9,1.8,0.048,41,reviewed,us,us
2021-01-12T22:32:57.672Z,38.3987,22.0833,10,4.5,mb,,43,0.652,0.8,us,us7000d229,2021-01-22T03:42:24.040Z,"13 km NNE of Kamárai, Greece",earthquake,3.3,1.9,0.086,39,reviewed,us,us
2021-01-12T22:29:39.031Z,38.4147,22.0612,10,4.6,mwr,,36,0.642,0.83,us,us6000d7vx,2021-02-08T22:24:33.297Z,"13 km NNE of Kamárai, Greece",earthquake,6.1,1.9,0.06,27,reviewed,us,us
2021-01-12T22:09:57.263Z,38.4129,22.0649,10,5.2,mww,,29,0.643,0.92,us,us6000d7vr,2021-01-21T23:30:11.305Z,"13 km NNE of Kamárai, Greece",earthquake,5.9,1.8,0.059,28,reviewed,us,us
2021-01-12T21:50:14.023Z,-60.5139,-44.5157,10,4.6,mb,,71,0.249,0.83,us,us7000d228,2021-01-21T23:14:22.040Z,Scotia Sea,earthquake,7.2,1.9,0.173,10,reviewed,us,us
2021-01-12T21:02:23.402Z,-20.7869,-178.4111,565.43,4.5,mb,,101,4.506,1.27,us,us6000d7v5,2021-01-21T22:48:36.040Z,Fiji region,earthquake,12.1,6.6,0.056,95,reviewed,us,us
2021-01-12T18:17:36.605Z,-3.0629,136.8777,28.29,5.8,mww,,14,3.86,0.73,us,us6000d7tq,2021-02-09T18:26:21.605Z,"156 km ENE of Nabire, Indonesia",earthquake,6.5,3.3,0.073,18,reviewed,us,us
2021-01-12T16:31:16.251Z,51.4143,100.1476,10,4.5,mb,,51,2.199,0.49,us,us6000d7tb,2021-01-24T19:07:47.040Z,"37 km WSW of Turt, Mongolia",earthquake,6.5,1.2,0.093,34,reviewed,us,us
2021-01-12T15:21:58.480Z,-7.3986,129.0868,149.3,4.6,mb,,86,2.267,1.05,us,us7000d223,2021-01-24T18:13:58.040Z,"261 km ENE of Lospalos, Timor Leste",earthquake,10.8,6.2,0.273,5,reviewed,us,us
2021-01-12T13:38:13.315Z,19.0221,120.3133,10,5,mww,,105,1.468,0.46,us,us6000d7r3,2021-01-24T17:20:58.689Z,"66 km NNW of Davila, Philippines",earthquake,5.6,1.8,0.08,15,reviewed,us,us
2021-01-12T11:51:31.280Z,2.2367,128.5754,230.7,4.6,mb,,115,1.891,0.58,us,us6000d7qj,2021-02-02T10:57:03.040Z,"84 km NE of Tobelo, Indonesia",earthquake,9.2,6.7,0.107,26,reviewed,us,us
2021-01-12T11:04:36.303Z,-21.738,-68.7077,117.3,4.9,mb,,40,0.499,0.78,us,us6000d7pn,2021-02-02T10:47:52.736Z,"82 km NNE of Calama, Chile",earthquake,5.3,4,0.043,168,reviewed,us,us
2021-01-12T10:23:15.450Z,-2.8671,141.9002,24.54,4.6,mb,,66,5.521,0.71,us,us6000d7pg,2021-02-02T10:59:50.040Z,"58 km WNW of Aitape, Papua New Guinea",earthquake,11.1,5.6,0.111,24,reviewed,us,us
2021-01-12T10:11:55.528Z,4.1619,125.3956,46.05,5.2,mb,,81,2.894,0.67,us,us6000d7pb,2021-02-02T07:08:25.040Z,"137 km S of Sarangani, Philippines",earthquake,8,6.4,0.065,77,reviewed,us,us
2021-01-12T10:06:36.856Z,-63.16,171.5794,10,5.4,mww,,86,10.849,1.06,us,us6000d7p9,2021-02-01T14:53:37.156Z,Balleny Islands region,earthquake,6.8,1.9,0.089,12,reviewed,us,us
2021-01-12T09:46:44.326Z,7.5564,-34.6938,10,4.5,mb,,107,13.129,1.01,us,us7000d21t,2021-01-31T12:04:17.040Z,central Mid-Atlantic Ridge,earthquake,9.1,1.9,0.145,14,reviewed,us,us
2021-01-12T09:08:45.504Z,51.1063,100.3621,10,4.7,mb,,43,2.134,0.73,us,us6000d7nt,2021-02-02T07:19:15.173Z,Russia-Mongolia border region,earthquake,4.9,1.9,0.093,35,reviewed,us,us
2021-01-12T07:26:33.870Z,40.0828,19.7021,10,4.5,mb,,47,0.376,1.09,us,us6000d7nf,2021-02-08T08:51:48.040Z,"4 km WSW of Himarë, Albania",earthquake,5.2,1.9,0.15,13,reviewed,us,us
2021-01-12T07:22:50.289Z,22.8862,143.8902,39.38,5,mb,,73,4.467,0.9,us,us7000d21n,2021-02-08T08:40:35.040Z,"Volcano Islands, Japan region",earthquake,12.4,6.2,0.146,15,reviewed,us,us
2021-01-12T06:10:55.047Z,14.8021,-93.6388,29.98,4.9,mwr,,148,1.901,0.63,us,us6000d7n9,2021-01-12T06:53:23.040Z,"87 km SW of La Esperanza (El Zapotal), Mexico",earthquake,8.2,6,0.098,10,reviewed,us,us
2021-01-12T03:46:37.810Z,-4.0032,127.702,192.42,4.5,mb,,54,4.729,0.8,us,us6000d7mw,2021-01-27T05:28:35.040Z,"63 km WSW of Ambon, Indonesia",earthquake,7.5,5.4,0.109,25,reviewed,us,us
2021-01-12T02:39:43.440Z,43.708,139.9783,214,5.9,mww,,22,1.933,0.73,us,us6000d7ml,2021-01-27T05:48:53.978Z,"85 km NW of Yoichi, Japan",earthquake,4.6,1.9,0.065,23,reviewed,us,us
2021-01-12T01:49:54.765Z,51.5301,100.1421,10,4.6,mb,,64,2.188,0.78,us,us6000d7mh,2021-01-27T04:57:03.040Z,"36 km W of Turt, Mongolia",earthquake,7.8,1.8,0.061,81,reviewed,us,us
2021-01-12T01:37:57.343Z,51.2485,100.2144,10,4.6,mb,,94,2.188,0.45,us,us7000d218,2021-01-26T05:16:48.040Z,"42 km SW of Turt, Mongolia",earthquake,5.9,1.9,0.129,18,reviewed,us,us
2021-01-12T00:36:11.586Z,51.2279,100.2963,10,4.8,mb,,46,2.142,1,us,us6000d7l3,2021-01-23T04:55:10.795Z,"40 km SW of Turt, Mongolia",earthquake,8.4,1.8,0.066,71,reviewed,us,us
2021-01-12T00:34:05.621Z,51.3627,100.1567,10,4.5,mb,,69,2.201,0.46,us,us6000d7le,2021-01-23T04:57:43.040Z,"38 km WSW of Turt, Mongolia",earthquake,7.9,1.9,0.118,21,reviewed,us,us
2021-01-12T00:23:18.555Z,-53.3414,-47.1141,10,4.6,mb,,177,6.365,0.51,us,us7000d216,2021-01-23T04:16:28.040Z,South Atlantic Ocean,earthquake,14.3,2,0.136,16,reviewed,us,us
2021-01-11T23:30:16.441Z,44.0738,149.5818,10,4.5,mb,,188,5.034,0.67,us,us7000d1r5,2021-01-23T03:22:03.040Z,"186 km SE of Kuril’sk, Russia",earthquake,13.9,2,0.15,13,reviewed,us,us
2021-01-11T23:02:23.738Z,51.4379,100.3097,10,5,mb,,41,2.095,1.1,us,us6000d7kd,2021-01-23T04:47:06.174Z,"25 km WSW of Turt, Mongolia",earthquake,2,1.8,0.04,201,reviewed,us,us
2021-01-11T22:36:07.416Z,-21.8638,170.8857,138.35,4.8,mb,,75,2.683,0.69,us,us6000d7k5,2021-01-21T05:56:37.040Z,southeast of the Loyalty Islands,earthquake,9.2,6.9,0.097,33,reviewed,us,us
2021-01-11T22:22:43.394Z,51.3125,100.2729,10,4.5,mb,,68,2.139,1.17,us,us6000d7k4,2021-01-21T05:33:35.040Z,"34 km SW of Turt, Mongolia",earthquake,8.7,1.9,0.1,29,reviewed,us,us
2021-01-11T22:19:12.304Z,51.4758,100.424,10,4.6,mb,,99,2.019,0.86,us,us7000d1rc,2021-01-21T05:21:35.040Z,"16 km WSW of Turt, Mongolia",earthquake,9.3,1.9,0.119,21,reviewed,us,us
2021-01-11T22:10:29.324Z,51.2628,100.2528,10,4.7,mb,,55,2.161,0.79,us,us7000d1qz,2021-01-21T05:16:37.040Z,"39 km SW of Turt, Mongolia",earthquake,9.2,1.9,0.093,35,reviewed,us,us
2021-01-11T22:02:56.759Z,51.1805,100.311,10,5,mb,,54,2.145,0.83,us,us6000d7jt,2021-01-21T05:03:27.642Z,"43 km SW of Turt, Mongolia",earthquake,6.9,1.8,0.055,105,reviewed,us,us
2021-01-11T21:56:52.479Z,51.4437,100.3282,10,4.5,mb,,48,2.083,0.51,us,us7000d1ra,2021-01-21T04:53:48.040Z,"24 km WSW of Turt, Mongolia",earthquake,4.9,1.8,0.118,21,reviewed,us,us
